,town_BEDOK,town_BISHAN,town_BUKIT BATOK,town_BUKIT MERAH,town_BUKIT PANJANG,town_BUKIT TIMAH,town_CENTRAL AREA,town_CHOA CHU KANG,town_CLEMENTI,town_GEYLANG,town_HOUGANG,town_JURONG EAST,town_JURONG WEST,town_KALLANG/WHAMPOA,town_MARINE PARADE,town_PASIR RIS,town_PUNGGOL,town_QUEENSTOWN,town_SEMBAWANG,town_SENGKANG,town_SERANGOON,town_TAMPINES,town_TOA PAYOH,town_WOODLANDS,town_YISHUN,flat_type_2 ROOM,flat_type_3 ROOM,flat_type_4 ROOM,flat_type_5 ROOM,flat_type_EXECUTIVE,flat_type_MULTI-GENERATION,storey_range_01 TO 05,storey_range_04 TO 06,storey_range_06 TO 10,storey_range_07 TO 09,storey_range_10 TO 12,storey_range_11 TO 15,storey_range_13 TO 15,storey_range_16 TO 18,storey_range_16 TO 20,storey_range_19 TO 21,storey_range_21 TO 25,storey_range_22 TO 24,storey_range_25 TO 27,storey_range_26 TO 30,storey_range_28 TO 30,storey_range_31 TO 33,storey_range_31 TO 35,storey_range_34 TO 36,storey_range_36 TO 40,storey_range_37 TO 39,storey_range_40 TO 42,storey_range_43 TO 45,storey_range_46 TO 48,storey_range_49 TO 51,flat_model_Adjoined flat,flat_model_Apartment,flat_model_DBSS,flat_model_Improved,flat_model_Improved-Maisonette,flat_model_Maisonette,flat_model_Model A,flat_model_Model A-Maisonette,flat_model_Model A2,flat_model_Multi Generation,flat_model_New Generation,flat_model_Premium Apartment,flat_model_Premium Apartment Loft,flat_model_Premium Maisonette,flat_model_Simplified,flat_model_Standard,flat_model_Terrace,flat_model_Type S1,flat_model_Type S2,commercial_Y,market_hawker_Y,multistorey_carpark_Y,precinct_pavilion_Y,mrt_name_Aljunied,mrt_name_Ang Mo Kio,mrt_name_Bartley,mrt_name_Beauty World,mrt_name_Bedok,mrt_name_Bedok North,mrt_name_Bedok Reservoir,mrt_name_Bencoolen,mrt_name_Bendemeer,mrt_name_Bishan,mrt_name_Boon Keng,mrt_name_Boon Lay,mrt_name_Botanic Gardens,mrt_name_Braddell,mrt_name_Bras Basah,mrt_name_Buangkok,mrt_name_Bugis,mrt_name_Bukit Batok,mrt_name_Bukit Gombak,mrt_name_Bukit Panjang,mrt_name_Buona Vista,mrt_name_Caldecott,mrt_name_Canberra,mrt_name_Cashew,mrt_name_Changi Airport,mrt_name_Chinatown,mrt_name_Chinese Garden,mrt_name_Choa Chu Kang,mrt_name_Clarke Quay,mrt_name_Clementi,mrt_name_Commonwealth,mrt_name_Dakota,mrt_name_Dover,mrt_name_Eunos,mrt_name_Farrer Park,mrt_name_Farrer Road,mrt_name_Geylang Bahru,mrt_name_HarbourFront,mrt_name_Hillview,mrt_name_Holland Village,mrt_name_Hougang,mrt_name_Jalan Besar,mrt_name_Jurong East,mrt_name_Kaki Bukit,mrt_name_Kallang,mrt_name_Kembangan,mrt_name_Khatib,mrt_name_Kovan,mrt_name_Labrador Park,mrt_name_Lakeside,mrt_name_Lavender,mrt_name_Little India,mrt_name_Lorong Chuan,mrt_name_MacPherson,mrt_name_Marsiling,mrt_name_Marymount,mrt_name_Mattar,mrt_name_Mountbatten,mrt_name_Nicoll Highway,mrt_name_Novena,mrt_name_Outram Park,mrt_name_Pasir Ris,mrt_name_Paya Lebar,mrt_name_Pioneer,mrt_name_Potong Pasir,mrt_name_Punggol,mrt_name_Queenstown,mrt_name_Redhill,mrt_name_Rochor,mrt_name_Sembawang,mrt_name_Sengkang,mrt_name_Serangoon,mrt_name_Simei,mrt_name_Tai Seng,mrt_name_Tampines,mrt_name_Tampines East,mrt_name_Tampines West,mrt_name_Tan Kah Kee,mrt_name_Tanah Merah,mrt_name_Tanjong Pagar,mrt_name_Telok Blangah,mrt_name_Tiong Bahru,mrt_name_Toa Payoh,mrt_name_Ubi,mrt_name_Upper Changi,mrt_name_Woodlands,mrt_name_Woodlands North,mrt_name_Woodlands South,mrt_name_Woodleigh,mrt_name_Yew Tee,mrt_name_Yio Chu Kang,mrt_name_Yishun,mrt_name_one-north,floor_area_sqm,lease_commence_date,Tranc_Year,Tranc_Month,lower,upper,mid,max_floor_lvl,year_completed,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,Latitude,Longitude,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,mrt_nearest_distance,mrt_latitude,mrt_longitude,bus_stop_nearest_distance,bus_stop_latitude,bus_stop_longitude,pri_sch_nearest_distance,vacancy,pri_sch_latitude,pri_sch_longitude,sec_sch_nearest_dist,cutoff_point,sec_sch_latitude,sec_sch_longitude,Mall_Nearest_Distance_Imputed,affiliation,pri_sch_affiliation,bus_interchange,mrt_interchange
coef_values,-46248.94582686974,80730.17952465914,-0.0,-22838.366171026915,-6911.674110986704,133207.5461815569,0.0,-22000.539822726787,11005.19372541683,-28092.384954364083,0.0,-10454.204695390887,-56789.70216612248,-8859.904306108167,130883.42173020511,-16091.285648666972,0.0,28408.901205388807,-0.0,-0.0,45988.487540688504,-0.0,659.036255324229,-935.3180275922222,43207.29065355223,-0.0,-0.0,-3688.7609850992267,0.0,7346.593365556812,0.0,0.0,2116.7783954732267,-0.0,2439.313279993856,-743.2725581061237,-0.0,-4500.0537129310305,-0.0,-0.0,3646.276254448255,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,76782.61572943519,-27184.874206494216,0.0,26995.702384978296,-33181.30500260035,19639.04395030538,-12669.925359959478,0.0,-11358.148945156137,-21129.395067254107,0.0,0.0,-2501.358476157284,-0.0,198267.9515342194,0.0,0.0,-4481.477887031964,-0.0,-0.0,0.0,-0.0,1156.372820532517,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-3202.4114966571733,-522.1629566912482,0.0,0.0,0.0,-3648.181488338019,0.0,-0.0,0.0,-13613.223460390758,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-24841.99943994735,0.0,0.0,0.0,-0.0,0.0,-17194.635040469915,-7334.614327504997,0.0,0.0,0.0,-0.0,-10800.768416520441,-6797.831920271694,-0.0,39741.70823731542,-0.0,0.0,-0.0,14745.937894537112,-0.0,-0.0,0.0,-0.0,26015.994634255647,0.0,-9469.998298765047,34629.482111070065,-0.0,0.0,5953.6178661057675,-4839.8254190290445,0.0,-1410.3583307646995,-0.0,27440.87488920565,-0.0,0.0,0.0,-0.0,-9623.816256112828,12897.95765127235,-0.0,-0.0,980.7236115075002,-16863.285048579546,-0.0,0.0,0.0,1145.439895716888,-16548.78879829106,0.0,4581.625221943626,-12739.109036645457,-0.0,908.1310005226683,32457.001417315787,-7278.764415461911,-0.0,-0.0,7685.971039318907,0.0,0.0,95787.32740882797,39538.61157673041,-16851.486953360905,-2373.990767441576,19608.84650795638,0.0,0.0,20854.54177579845,11252.555999179156,-6015.985578658763,0.0,-1930.8215011025154,-0.0,1233.6904232432553,-1658.9683174984905,-2505.7682121515377,1327.3999870669238,554.0994561834011,717.5009885529375,457.7651297923553,1426.8579485502742,692.3465613528218,0.0,0.0,2774.5174284960253,-991.8857833421515,-3829.592067142769,-7473.9327646420825,1879.7925381999626,5223.936249316768,22496.269019893418,-23992.797993834425,-19496.858261375222,11129.698264012275,350.01558391312926,0.0,0.0,1511.0059704193338,-978.154543520173,-28691.302643489656,-0.0,4257.272886886417,0.0,0.0,0.0,-948.9980011967187,14828.569552041343,-0.0,11803.518765798532,1167.0943742705404
